UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,COUNTRY_NAME,CONS_2019,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,SHARE_OF_CONS_2019
298039599.6161485,10975389.1067143,251898378.0056054,ABW,Aruba,2602.2504664804,0.005334318085982675,0.00043214250225421955,0.003052226991732166,0.005725731691849795
357252857.7690611,633932160.4540373,2715898691.778548,AGO,Angola,58850.1682361526,0.006394118039753411,0.024960302310415596,0.03290826784788625,0.12948802495409947
67773838.84010553,13197548.629458647,55266448.621708386,ALB,Albania,14051.8781153079,0.001213017380062477,0.0005196373115252019,0.0006696579293440452,0.030918347365559016
77165565621.26135,30717512191.757538,105045827105.5195,ARE,United Arab Emirates,215044.2345385977,1.3811106740135166,1.2094644164779444,1.2728295886572254,0.47316182846633104
29667209715.723686,4676262084.226774,33383694329.836174,ARG,Argentina,358072.0915480443,0.5309842502507885,0.18412209158379989,0.40450682423606,0.7878660217194817
36373424.81874329,12865894.910974592,63514092.48220184,ARM,Armenia,13075.066691008,0.0006510122081416211,0.0005065788526046031,0.0007695937900212903,0.02876906919225563
163379343765.9098,46491988767.86278,207653351487.3137,AUS,Australia,1020336.685921834,2.924166417646914,1.8305651094072215,2.516114511539736,2.245046806290442
24456821277.516014,18079946557.8575,39367196315.95869,AUT,Austria,316061.2495476858,0.4377286247677235,0.7118757494761945,0.47700830841282493,0.6954295662202205
792657769.4027807,96645044.3865963,757991998.4743371,AZE,Azerbaijan,33062.0588235294,0.01418700293774935,0.0038052802416038306,0.009184511847904378,0.072746447908115
82462327891.59589,86271029118.45265,167037561484.86688,BEL,Belgium,398147.378469019,1.475912219889252,3.3968160976167594,2.0239771205906165,0.8760436753846758
2963626392.709619,3379680484.23678,5679308866.871397,BGD,Bangladesh,225717.7727548309,0.05304303819723006,0.13307077927509262,0.06881560713131293,0.49664681456435034
1561481403.9381719,694948365.8540466,2296941773.1867023,BGR,Bulgaria,52218.6171861956,0.027947422103239538,0.027362740658909927,0.02783180953392874,0.11489662320320866
1256602935.6432955,149633408.1899029,1364211959.1719258,BHR,Bahrain,21444.2232207447,0.022490701823294774,0.0058916321605813025,0.016530017371273877,0.04718372427393088
144345463.51223025,47400721.92598966,171330306.03268093,BIH,Bosnia and Herzegovina,18779.284052975,0.0025834976883424947,0.0018663453643955469,0.0020759918690823973,0.041320058632864226
241609862.43677765,477204121.03572714,676491566.5555236,BLR,Belarus,45606.7033711268,0.004324337640394743,0.01878932773547385,0.008196979414746366,0.10034842926017029
10560144448.641962,7778678797.818323,37806301166.57391,BMU,Bermuda,4471.912,0.18900565426718624,0.30627594951186066,0.4580951008569192,0.009839547957193632
462418997.6280391,281768867.2354089,808748027.3052173,BOL,Bolivia (Plurinational State of),35410.3485998553,0.008276383492415542,0.011094304006949156,0.00979951748000615,0.07791338989434958
164466250005.9031,36651676460.45667,197662965735.679,BRA,Brazil,1600136.22605854,2.943619884975521,1.4431148657631023,2.3950620248568826,3.520779732326091
165942369.55105522,233912859.597159,609122881.6041095,BRB,Barbados,4412.53,0.0029700394990030484,0.009210032325315674,0.007380679920346163,0.00970888974281149
162030581.2122232,-9390494.995787848,98945268.37242636,BRN,Brunei Darussalam,6127.3958137065,0.0029000262413311066,-0.0003697392379831843,0.0011989097397990484,0.013482108986418473
440267688.68959683,115106058.17088869,525706493.79905665,BWA,Botswana,12880.761275087,0.007879918968739139,0.004532160046349273,0.006369932044844899,0.028341538986317513
541103658752.4916,123458972434.18147,650780000328.8503,CAN,Canada,1368825.797868764,9.684682964922427,4.861045813929583,7.885434985369313,3.0118273980287493
153723327419.81015,88531870343.09142,268670101374.6393,CHE,Switzerland,459989.729563667,2.75134286433426,3.4858339515183765,3.2554482556804842,1.012115400271345
39156802611.20997,6688329213.761596,44971069119.87915,CHL,Chile,217466.8311001446,0.7008291536669803,0.26334477021564157,0.5449098644521387,0.47849226767181474
464549851663.8859,234406757497.59094,722776140399.6775,CHN,China,7999438.352172541,8.314521556070996,9.229478950166559,8.757804882168802,17.601164176937232
200170379.84389064,231444772.70609698,982663353.8794559,CIV,Côte d'Ivoire,46123.0449540651,0.0035826530395776084,0.009112854427155152,0.01190683177971948,0.1014845356432151
77019238.31295007,30626434.26677341,106972895.60230625,CMR,Cameroon,31925.2234199627,0.0013784917052315046,0.0012058783347436133,0.0012961796813707176,0.07024506897381798
27686002033.346016,6373344391.213233,35534604974.75856,COL,Colombia,272675.0716169596,0.49552455970696063,0.2509426286546759,0.4305691894613337,0.5999669590784171
6607981851.065758,1027887075.7111026,8392592020.720109,CRI,Costa Rica,51949.5289227652,0.11826977738992868,0.04047179454082667,0.10169218277248251,0.11430454829816997
170532391.64885923,448347006.95007086,1588458314.7195375,CUW,Curaçao,2541.6005273743,0.0030521917966269563,0.017653114215610385,0.01924718762309963,0.005592283631057152
411030392.3565179,438215130.7898881,1204939094.856932,CYP,Cyprus,20471.8303607843,0.0073566293159022566,0.01725418400240157,0.014600124295495912,0.04504416826772748
14204241776.692347,9372308933.061218,24548324777.42908,CZE,Czechia,167653.0213999935,0.2542277734390544,0.3690231840395451,0.2974495512067538,0.3688869423713272
374256368483.9184,241291458569.36307,598707439258.6361,DEU,Germany,2807762.97383529,6.698447178727833,9.50055562175425,7.254477066205607,6.177920861028783
19010498283.77677,16820058444.925718,34536185325.670395,DNK,Denmark,245530.3618919514,0.34025023838878665,0.6622691982743228,0.41847144025726846,0.540240454370069
3039251125.8886766,448969889.4031592,3208415208.790789,DOM,Dominican Republic,70147.254108893,0.05439657102462688,0.017677639449228132,0.03887604032423473,0.15434500295844392
2136940164.5563622,1009482335.1421919,3358101452.378255,DZA,Algeria,103458.7805544412,0.03824699329598136,0.039747130425007465,0.04068977329300554,0.22764035447437164
3365050366.828925,408811504.8286436,3943308680.2882185,ECU,Ecuador,80080.014,0.06022773166765987,0.016096452246862628,0.04778066967322678,0.17620005451040574
10554184475.811453,1881402055.683148,12730452939.901623,EGY,Egypt,286477.8363095841,0.18889898256683937,0.07407790140139695,0.15425360174125133,0.6303371821809597
91562249887.29628,44077891976.08699,135997407641.38643,ESP,Spain,1061223.773160783,1.6387827865697009,1.7355130052732857,1.6478667377501137,2.3350106641922967
402871181.95006275,235381882.04651302,640437050.7426839,EST,Estonia,21537.7167452784,0.0072105956220758416,0.009267873284844217,0.007760110518610263,0.04738943807561938
337025323.74571973,10713823.451064914,333327781.0106962,ETH,Ethiopia,72082.9091310039,0.00603208527392462,0.00042184367495643003,0.004038898774776532,0.15860402469649304
10914704491.5472,7074737588.333989,17537173413.705624,FIN,Finland,203329.0357411761,0.19535157625833136,0.27855912665039845,0.21249614418243262,0.44738487659534454
42153102.28068914,50276661.72262808,169271875.24024475,FJI,Fiji,4475.5168349113,0.0007544569787563705,0.001979581971131568,0.002051050072811099,0.00984747967543574
222218929611.55853,116848674500.61253,336530298348.11273,FRA,France,2090116.003003918,3.977278377777088,4.600773429790525,4.0777033511939935,4.5988822337413895
76146294.52810277,29817877.807001382,192603251.86396754,GAB,Gabon,8213.7046270515,0.0013628677417529787,0.0011740424145459465,0.0023337539871793405,0.01807261426076731
600012579288.2047,210478556429.0913,809707704986.5199,GBR,United Kingdom,2390828.631212568,10.7390358785758,8.287335342897302,9.811145796732228,5.260540228485639
159812787.35769582,28871372.267272905,137798892.0635002,GEO,Georgia,14621.8421979707,0.0028603321272455177,0.0011367749182996842,0.0016696951410208893,0.03217243933455092
2628546177.905232,191974245.67617673,3215510465.4840765,GHA,Ghana,56228.3780308719,0.04704576651793622,0.007558750773047088,0.03896201282697168,0.12371929997503908
5317173510.002466,1492776979.2732618,6806290725.4978895,GRC,Greece,182826.731045286,0.09516686660847783,0.058776265047040664,0.0824711315349505,0.40227365564819556
3873178014.4399667,606898328.0874566,4019111362.096788,GTM,Guatemala,73929.6129551654,0.06932220939521802,0.023895878274891563,0.04869916304858568,0.16266732711402052
153396605946.88934,67175221970.53141,181773197461.57346,HKG,"China, Hong Kong SAR",290486.881985728,2.7454951975667394,2.644942081740786,2.2025273209711944,0.6391582853674709
3569920066.3949842,994941267.2001227,4731074933.013062,HND,Honduras,23950.721911183,0.06389449321569764,0.03917459368623342,0.05732595312752899,0.05269877333330653
761331922.9229267,331864417.96533376,1067379803.6475575,HRV,Croatia,48253.9102350654,0.013626332377020451,0.01306675495458702,0.01293333237362234,0.10617307851318242
11019014977.430477,8863793389.852057,19998848500.18888,HUN,Hungary,113180.296566435,0.1972185272008284,0.3490010074095488,0.24232401049633007,0.24903060611989572
32721683465.3073,21598172155.569515,52614881541.65489,IDN,Indonesia,746887.994467165,0.5856532760666466,0.8504015728895997,0.6375291610835857,1.643377651485951
133511969105.46478,67336258104.42591,209067706242.76138,IND,India,2072428.475316623,2.389599611634469,2.6512826822587163,2.5332521040666958,4.559964366635925
142303131946.43414,138100783834.9514,268348212246.66415,IRL,Ireland,164507.4715703692,2.5469440014397113,5.437549202988679,3.251547957899571,0.36196578909274507
1395979366.0210314,487616440.2214351,1868440693.148427,IRQ,Iraq,157849.0021305017,0.024985263667698012,0.01919930004929631,0.022639705587748887,0.34731515880863295
164878149.8829987,308682584.75097066,914698324.9808431,ISL,Iceland,18462.4383180473,0.002950992076344839,0.012153998667343744,0.01108330644644565,0.04062290296346524
23439457300.967216,9519818513.58075,35619866576.49643,ISR,Israel,304400.2849442673,0.4195198261143869,0.3748311930870953,0.43160229560613333,0.6697719458461
123547763328.86183,68787494757.16805,189474073835.49988,ITA,Italy,1577809.987502743,2.2112600783810286,2.708423347831599,2.2958380556991793,3.471655309713681
510212662.5089895,283893442.45600194,755272910.979836,JAM,Jamaica,14211.1750628116,0.009131795361503409,0.011177956553854552,0.009151564941658665,0.03126884843856699
431322710.0417429,153870901.04364905,712701094.36289,JOR,Jordan,40167.0461943662,0.007719821580870449,0.006058478251166098,0.008635726575432968,0.08837955159410074
361324592434.97614,97047263855.8236,449510910787.89246,JPN,Japan,3824312.243825524,6.4669940196489915,3.821117140523515,5.446677925629136,8.41463421605882
2677702100.450507,3109883201.333496,4705782538.987102,KAZ,Kazakhstan,111563.6675079065,0.04792556009907153,0.12244784173715247,0.05701948776501743,0.24547353720834647
959285646.7608268,140689555.23026708,1229205074.296402,KEN,Kenya,90285.9326767973,0.01716931166774594,0.005539478905676985,0.014894152696998043,0.19865613733751974
486799991.1574588,149986695.48784673,539772583.5896423,KHM,Cambodia,20127.0184087004,0.008712754950791247,0.005905542415194024,0.006540369422278104,0.04428547853082231
59602931.9765517,25616607.973064717,129279480.44689123,KNA,Saint Kitts and Nevis,912.5763614815,0.001066774342837656,0.0010086225609963462,0.001566466298120949,0.0020079417648197215
132025811309.66853,47565605535.21156,178746459112.39917,KOR,"Korea, Republic of",1085026.331807685,2.3630003328173244,1.872837454541697,2.1658526406520737,2.3873834338957494
1402934038.6899135,277147900.5457111,1527207898.5737407,KWT,Kuwait,90673.4249318691,0.025109738523547663,0.01091235910379326,0.0185050225687027,0.19950873654493262
141093813.22235548,67539614.78328241,198924382.78477606,LBN,Lebanon,57848.5302911151,0.002525299593280935,0.002659289602395825,0.0024103464867719156,0.12728412098730824
1643152999.032432,102162373.84520617,1689893589.1456504,LBY,Libya,52834.1047323731,0.029409181773375533,0.004022518330825286,0.02047626851265681,0.11625088044880494
94667724.8902099,3033967.8088886617,78376290.65171114,LCA,Saint Lucia,1509.3094181481,0.001694364633730093,0.00011945876614887539,0.0009496775316023465,0.003320933507213972
425105130.2654919,247106852.4120767,620739907.0620862,LKA,Sri Lanka,66587.4513469241,0.007608539226800009,0.009729529630998865,0.007521442234685825,0.1465123689543438
661187819.1799246,695923616.0285226,1526045244.0534368,LTU,Lithuania,42212.4149183058,0.01183395141660838,0.02740113993993989,0.018490934802290592,0.09287997638988109
34569977641.577896,26012852846.584682,88399016470.18459,LUX,Luxembourg,35599.7573521098,0.618734078300292,1.024224217528375,1.0711218795814144,0.07833014597124027
232635756.60757694,247139722.36759612,485300431.7201376,LVA,Latvia,26572.0350364235,0.004163718933713209,0.00973082384523483,0.005880335905785449,0.05846644859315623
15266381025.63349,1011309844.8700486,14608416609.977007,MAC,"China, Macao SAR",19362.9359313259,0.27323796071871753,0.039819086382013744,0.17700869627055765,0.04260426785865844
2333434750.2351975,1289774831.4457235,3847130875.821893,MAR,Morocco,91880.2129521733,0.041763856905831315,0.05078330413492993,0.04661529301172591,0.20216403222158055
139845177.18014836,51347877.77080581,245886415.26755896,MCO,Monaco,5655.5621097392,0.002502951483058892,0.0020217597908893394,0.0029793806515229205,0.012443933289310267
52557007.60753125,80608017.51528384,158239532.21136925,MDA,"Moldova, Republic of",11902.3139198702,0.0009406662624263998,0.0031738419524002647,0.0019173722959179398,0.02618866127422368
293050670005.2866,69961966068.60904,370967854591.5383,MEX,Mexico,967399.786558093,5.245026134553437,2.754666717102344,4.494979712906569,2.128569746814615
59509831.031640105,85441164.05560683,216353078.01791948,MKD,North Macedonia,10116.9788815445,0.0010651080204600134,0.003364141177274103,0.0026215282118884236,0.022260388595945608
2177474179.2784657,2920930665.796249,4145326097.165634,MLT,Malta,9700.5824698039,0.03897247181664801,0.11500806709951411,0.0502284941390895,0.02134419157272042
1594366894.650549,2066356574.5503006,3486573894.6602635,MMR,Myanmar,54402.7342264733,0.02853600720434482,0.08136025902984592,0.04224646079187532,0.11970233591891868
268747857.4292904,107773297.14967196,462766110.5150392,MOZ,Mozambique,13451.4851743878,0.004810053960280795,0.004243441563083631,0.00560728983074866,0.029597302779855218
521988619.2543781,342947227.4116659,1884227649.0080407,MUS,Mauritius,12808.9922482077,0.009342561646009155,0.013503127001133848,0.022830994524079096,0.028183625596738298
37715551.5574784,55777438.29442112,256764500.49874768,MWI,Malawi,10525.1647753965,0.0006750336165227096,0.0021961683107103456,0.003111189302391877,0.023158520016690626
41278687824.20517,28264709551.411205,73020358989.11171,MYS,Malaysia,260808.9709599617,0.7388066931705806,1.112888316967579,0.8847802531208824,0.5738579778463585
245581068.53107256,103257078.45665196,292641586.91969323,NAM,Namibia,12014.0854136348,0.004395414358116968,0.004065620983990449,0.003545908304656674,0.026434592091543866
3762058489.760637,3305530452.6205196,9507231115.05519,NGA,Nigeria,376649.8522777582,0.06733339015453269,0.13015121260703916,0.11519815115824848,0.8287426685849139
1148394658.5645719,282346483.25377023,1274380709.7554543,NIC,Nicaragua,10949.7689808674,0.020553988144248532,0.011117046930146665,0.01544154127094791,0.02409277664843048
175563362977.26077,148152019211.07904,360794368718.2585,NLD,Netherlands,619831.7660627442,3.142236211468864,5.8333042841027245,4.371708620697553,1.3638158325938425
20868202542.41131,10056101737.162975,29267602157.159733,NOR,Norway,278552.2727272727,0.37349946244493226,0.3959466881189758,0.35463255458268034,0.612898564659877
11230323125.008318,2364799415.736705,13607234972.65719,NZL,New Zealand,162239.3148315902,0.20100052420656753,0.0931110803370607,0.1648774803363838,0.35697516382873096
1598127187.1751163,512957365.2180557,2403904156.8496857,OMN,Oman,49793.7034850455,0.028603308987222728,0.02019706793078097,0.029127861843201274,0.10956108559546451
2306535844.5406575,214704437.92799127,2182443828.5651116,PAK,Pakistan,239394.0170109526,0.04128241981047778,0.00845372425060785,0.026444449599979124,0.5267386547509201
5335023678.746967,2117175197.5572033,7887749609.056817,PAN,Panama,42340.542049,0.09548634924801387,0.08336118006269404,0.09557505868597661,0.09316189451507746
18551355941.568336,3891886842.1631627,20764113633.175034,PER,Peru,178102.6986650209,0.33203250053369193,0.15323827721367747,0.25159665017438254,0.3918793672192296
25854749852.16991,10474837002.339272,37547164457.54049,PHL,Philippines,322840.4139718395,0.4627487754064047,0.4124338762738513,0.45495516774531,0.7103457616778147
257274449.14369845,60751185.575913176,283131372.5402039,PNG,Papua New Guinea,19628.8323093886,0.004604702693521206,0.0023920035175449897,0.0034306740055871083,0.04318931965833428
33359872081.179714,21109046695.21875,55240176833.07649,POL,Poland,451056.2265993814,0.5970755873309918,0.8311428570211193,0.6693395967568398,0.9924590137318023
16568044220.771227,18667538786.246716,73449851377.28914,PRI,Puerto Rico,75364.5,0.29653515187259066,0.73501147372363,0.8899843686468246,0.16582450907350582
10201720751.740685,6946718302.155693,17159594449.851858,PRT,Portugal,194522.1488036154,0.1825905805276976,0.27351852406875116,0.2079210583319033,0.4280070832989401
761611538.7464657,699101063.9605169,1906356269.9739473,PRY,Paraguay,29289.3448547028,0.013631336946032597,0.027526248060186356,0.023099124770636092,0.06444534537634702
2511171198.1561236,181939530.15477297,2126407229.181552,QAT,Qatar,75689.0195574176,0.044944987030499296,0.007163646140977522,0.025765459832289637,0.1665385494545012
7180590795.686107,6092339716.721585,13695845872.500355,ROU,Romania,201132.2050295841,0.12851834252495672,0.2398784138009479,0.16595116958521636,0.4425511899886883
66988037972.89222,27633938629.795,92808541004.00867,RUS,Russian Federation,1173387.191224619,1.1989531020827877,1.0880524845641817,1.1245516392702346,2.5818038325466546
33700987710.323902,17134743987.904634,50498625809.126686,SAU,Saudi Arabia,497863.9211381334,0.6031808809641154,0.674659556068831,0.6118867059023666,1.0954499838536922
213428049.10954455,21450831.212821048,235324914.59189445,SEN,Senegal,19175.585963156,0.00381993904127952,0.0008446002037477199,0.002851408023470733,0.04219204172438155
188869993801.17957,110205886293.30139,316709738998.3867,SGP,Singapore,172013.0239036284,3.380398528016543,4.339221780920407,3.837539652175983,0.37848025586407924
3276981352.0577865,395345424.4040163,3276558129.202638,SLV,El Salvador,26828.394159,0.05865147086569458,0.015566241824828934,0.0397017211508571,0.05903051556962079
792562612.6603426,316337773.25188553,1113814883.9982295,SRB,Serbia,51019.6985762853,0.014185299820670797,0.012455412337679066,0.013495981513055939,0.11225864259022157
4932482013.415111,2756618231.180697,7497370922.919578,SVK,Slovakia,80133.3825159528,0.08828165132026587,0.10853846625385401,0.09084487990412472,0.1763174812558609
2203052127.2022066,2815791302.4419637,4761460753.043283,SVN,Slovenia,38320.5360370588,0.03943026638618729,0.11086833345330188,0.0576941350141948,0.08431667530175167
40246154598.42612,24234637578.146736,66818113573.11486,SWE,Sweden,377408.037819144,0.7203263950231367,0.9542091694806175,0.8096282770822298,0.8304109042288436
363431936.6984927,169066589.1547555,908599406.8616629,SWZ,Eswatini,3795.9816122534,0.006504711304978681,0.006656789857247653,0.011009406476739168,0.008352298327514614
49693433902.19641,23876848596.79373,74538353151.34134,THA,Thailand,358818.5214261853,0.8894139690177879,0.9401216665978006,0.9031736337846754,0.7895083913776169
1168151350.7369838,341575346.3920716,1566166412.4267507,TTO,Trinidad and Tobago,20368.8818155723,0.020907593774205833,0.013449110866412952,0.01897707891333419,0.04481765058407521
320750266.4816462,161879231.2960048,622694255.3079599,TUN,Tunisia,36395.8856337965,0.005740794007844664,0.00637379644539887,0.007545122873340701,0.0800818670265147
35286087812.040115,16406109648.826357,54641308093.92553,TUR,Turkey,550721.6109886079,0.6315510309427347,0.645970471476376,0.6620831652362665,1.211752758637769
73109304810.50407,32604032296.299202,106425840007.0762,TWN,"China, Taiwan Province of",405515.2455782973,1.3085116454543835,1.2837438347840153,1.2895510644381305,0.8922551933581898
159465539.52087647,40793439.3611654,282206903.7695123,TZA,"Tanzania, United Republic of",41846.8306229872,0.002854117079249716,0.0016061917067072666,0.0034194723116450546,0.0920755812662328
214715062.14519343,30512254.403122142,263419022.77546576,UGA,Uganda,30041.7817935724,0.003842974023616764,0.0012013826424719727,0.003191821471089803,0.0661009323701813
10858260068.20543,4199107189.5758853,27330703377.57345,UKI,"United Kingdom Islands, Caribbean",5637.3988289976005,0.19434133295954606,0.16533470207693135,0.33116334933367,0.012403968622761162
3073358486.198701,1243826763.9591193,4396798077.582484,UKR,Ukraine,143347.5922029664,0.0550070251696506,0.04897415525971969,0.05327555451466513,0.31540770659827916
4600669191.826419,800707823.100282,5561919488.769684,URY,Uruguay,48658.7408398577,0.08234285950320158,0.031526889742560814,0.06739321199236238,0.1070638272914217
149035243.30160677,147188741.97346374,685085574.230296,VEN,Venezuela (Bolivarian Rep. of),94277.043892691,0.0026674354509148737,0.005795376422795926,0.008301112130485845,0.20743777933120824
24984644094.89116,15988402743.209805,39920294916.911575,VNM,Viet Nam,195452.9180941712,0.44717560699607434,0.6295237737195213,0.4837101478303068,0.43005505496553526
25111723997.356724,6112889422.73439,36938977404.27177,ZAF,South Africa,286531.9900247623,0.4494500853639155,0.24068753330373888,0.44758582716159434,0.6304563366002676
340745600.3005736,99442681.28149405,414786727.0820021,ZMB,Zambia,13970.2627180149,0.006098670850260696,0.003915433767497526,0.005025928528145417,0.030738769007194657
83839915.059778,118226327.00459115,338192394.9753128,ZWE,Zimbabwe,22310.709281,0.0015005682996709852,0.004655016809639528,0.004097842806749734,0.049090253549131685
